Column1;player;nationality;position;squad;age;birth_year;value;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xa;xg_per90;xa_per90;xg_xa_per90;npxg_per90;npxg_xa_per90;minutes_90s;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;xa_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_pressure;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_ground;passes_low;passes_high;passes_left_foot;passes_right_foot;passes_head;throw_ins;passes_other_body;passes_offsides;passes_oob;passes_intercepted;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_og_for;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;pressures;pressure_regains;pressure_regain_pct;pressures_def_3rd;pressures_mid_3rd;pressures_att_3rd;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;players_dribbled_past;nutmegs;carries;carry_distance;carry_progressive_distance;pass_targets;passes_received;passes_received_pct;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct;games_gk;games_starts_gk;minutes_gk;goals_against_gk;goals_against_per90_gk;shots_on_target_against;saves;save_pct;wins_gk;draws_gk;losses_gk;clean_sheets;clean_sheets_pct;pens_att_gk;pens_allowed;pens_saved;pens_missed_gk;minutes_90s_gk;free_kick_goals_against_gk;corner_kick_goals_against_gk;own_goals_against_gk;psxg_gk;psnpxg_per_shot_on_target_against;psxg_net_gk;psxg_net_per90_gk;passes_completed_launched_gk;passes_launched_gk;passes_pct_launched_gk;passes_gk;passes_throws_gk;pct_passes_launched_gk;passes_length_avg_gk;goal_kicks;pct_goal_kicks_launched;goal_kick_length_avg;crosses_gk;crosses_stopped_gk;crosses_stopped_pct_gk;def_actions_outside_pen_area_gk;def_actions_outside_pen_area_per90_gk;avg_distance_def_actions_gk;goalsm;assistsm;pens_madem;pens_attm;cards_yellowm;cards_redm;goals_per90m;assists_per90m;goals_assists_per90m;goals_pens_per90m;goals_assists_pens_per90m;xgm;npxgm;xam;xg_per90m;xa_per90m;xg_xa_per90m;npxg_per90m;npxg_xa_per90m;minutes_90sm;shots_totalm;shots_on_targetm;shots_free_kicksm;shots_on_target_pctm;shots_total_per90m;shots_on_target_per90m;goals_per_shotm;goals_per_shot_on_targetm;npxg_per_shotm;xg_netm;npxg_netm;passes_completedm;passesm;passes_pctm;passes_total_distancem;passes_progressive_distancem;passes_completed_shortm;passes_shortm;passes_pct_shortm;passes_completed_mediumm;passes_mediumm;passes_pct_mediumm;passes_completed_longm;passes_longm;passes_pct_longm;xa_netm;assisted_shotsm;passes_into_final_thirdm;passes_into_penalty_aream;crosses_into_penalty_aream;progressive_passesm;passes_livem;passes_deadm;passes_free_kicksm;through_ballsm;passes_pressurem;passes_switchesm;crossesm;corner_kicksm;corner_kicks_inm;corner_kicks_outm;corner_kicks_straightm;passes_groundm;passes_lowm;passes_highm;passes_left_footm;passes_right_footm;passes_headm;throw_insm;passes_other_bodym;passes_offsidesm;passes_oobm;passes_interceptedm;passes_blockedm;scam;sca_per90m;sca_passes_livem;sca_passes_deadm;sca_dribblesm;sca_shotsm;sca_fouledm;gcam;gca_per90m;gca_passes_livem;gca_passes_deadm;gca_dribblesm;gca_shotsm;gca_fouledm;gca_og_form;tacklesm;tackles_wonm;tackles_def_3rdm;tackles_mid_3rdm;tackles_att_3rdm;dribble_tacklesm;dribbles_vsm;dribble_tackles_pctm;dribbled_pastm;pressuresm;pressure_regainsm;pressure_regain_pctm;pressures_def_3rdm;pressures_mid_3rdm;pressures_att_3rdm;blocksm;blocked_shotsm;blocked_shots_savesm;blocked_passesm;interceptionsm;clearancesm;errorsm;touchesm;touches_def_pen_aream;touches_def_3rdm;touches_mid_3rdm;touches_att_3rdm;touches_att_pen_aream;touches_live_ballm;dribbles_completedm;dribblesm;dribbles_completed_pctm;players_dribbled_pastm;nutmegsm;carriesm;carry_distancem;carry_progressive_distancem;pass_targetsm;passes_receivedm;passes_received_pctm;miscontrolsm;dispossessedm;cards_yellow_redm;foulsm;fouledm;offsidesm;pens_wonm;pens_concededm;own_goalsm;ball_recoveriesm;aerials_wonm;aerials_lostm;aerials_won_pctm;games_gkm;games_starts_gkm;minutes_gkm;goals_against_gkm;goals_against_per90_gkm;shots_on_target_againstm;savesm;save_pctm;wins_gkm;draws_gkm;losses_gkm;clean_sheetsm;clean_sheets_pctm;pens_att_gkm;pens_allowedm;pens_savedm;pens_missed_gkm;minutes_90s_gkm;free_kick_goals_against_gkm;corner_kick_goals_against_gkm;own_goals_against_gkm;psxg_gkm;psnpxg_per_shot_on_target_againstm;psxg_net_gkm;psxg_net_per90_gkm;passes_completed_launched_gkm;passes_launched_gkm;passes_pct_launched_gkm;passes_gkm;passes_throws_gkm;pct_passes_launched_gkm;passes_length_avg_gkm;goal_kicksm;pct_goal_kicks_launchedm;goal_kick_length_avgm;crosses_gkm;crosses_stopped_gkm;crosses_stopped_pct_gkm;def_actions_outside_pen_area_gkm;def_actions_outside_pen_area_per90_gkm;avg_distance_def_actions_gkm;LgRk;MP;W;D;L;GF;GA;GDiff;Pts;Pts/G;xG;xGA;xGDiff;xGDiff/90;Attendance;CL;WinCL;CLBestScorer;Season
207;Borja Bastón;es ESP;FW;Alavés;25;1992;2000000;186;Forward - Centre-Forward;right;La Liga;27;18;1439;5;1;0;0;4;0;0.31;0.06;0.38;0.31;0.38;5.7;5.7;1.1;0.35;0.07;0.42;0.35;0.42;16;34;10;0;29.4;2.13;0.63;0.15;0.5;0.17;-0.7;-0.7;208;321;64.8;2732;470;131;180;72.8;62;97;63.9;4;11;36.4;-0.1;9;11;4;1;11;304;17;0;1;83;2;1;0;0;0;0;172;76;73;26;211;37;1;10;0;10;7;21;16;1;13;0;1;2;0;1;0.06;1;0;0;0;0;0;15;9;1;12;2;2;28;7.1;26;441;69;15.6;35;248;158;18;5;0;13;1;8;0;502;12;56;261;212;60;485;6;17;35.3;7;0;276;1258;646;713;353;49.5;52;19;0;41;13;12;0;0;0;74;45;84;34.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003474635;0.000694927;0;0;0.002779708;0;0.000215427;4.17E-05;0.000264072;0.000215427;0.000264072;0.003961084;0.003961084;0.00076442;0.000243224;4.86E-05;0.000291869;0.000243224;0.000291869;0.011118833;0.023627519;0.00694927;0;0.020430855;0.001480195;0.000437804;0.000104239;0.000347464;0.000118138;-0.000486449;-0.000486449;0.144544823;0.223071577;0.045031272;1.898540653;0.326615705;0.091035441;0.125086866;0.050590688;0.043085476;0.067407922;0.044405837;0.002779708;0.007644197;0.025295344;-6.95E-05;0.006254343;0.007644197;0.002779708;0.000694927;0.007644197;0.211257818;0.01181376;0;0.000694927;0.057678944;0.001389854;0.000694927;0;0;0;0;0.11952745;0.052814454;0.050729673;0.018068103;0.146629604;0.0257123;0.000694927;0.00694927;0;0.00694927;0.004864489;0.014593468;0.011118833;0.000694927;0.009034051;0;0.000694927;0.001389854;0;0.000694927;4.17E-05;0.000694927;0;0;0;0;0;0.010423905;0.006254343;0.000694927;0.008339124;0.001389854;0.001389854;0.019457957;0.004933982;0.018068103;0.306462821;0.047949965;0.010840862;0.024322446;0.172341904;0.109798471;0.012508687;0.003474635;0;0.009034051;0.000694927;0.005559416;0;0.34885337;0.008339124;0.038915914;0.181375956;0.147324531;0.041695622;0.337039611;0.004169562;0.01181376;0.024530924;0.004864489;0;0.191799861;0.874218207;0.448922863;0.495482974;0.245309243;0.034398888;0.036136206;0.013203614;0;0.028492008;0.009034051;0.008339124;0;0;0;0.0514246;0.031271716;0.058373871;0.024252953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;13;11;14;39;50;-11;50;1.32;37.3;50.8;-13.5;-0.36;17,295;0;0;0;201819#
363;Burgui;es ESP;MF,FW;Alavés;24;1993;1500000;184;Forward - Left Winger;right;La Liga;16;5;555;1;0;0;0;1;0;0.16;0;0.16;0.16;0.16;0.9;0.9;0.6;0.15;0.1;0.26;0.15;0.26;6.2;8;2;0;25;1.3;0.32;0.13;0.5;0.12;0.1;0.1;167;212;78.8;2930;961;85;98;86.7;57;72;79.2;22;35;62.9;-0.6;11;17;7;2;23;189;23;11;1;47;2;5;7;0;0;0;143;33;36;22;171;11;3;2;1;4;8;7;24;3.89;16;3;2;0;3;2;0.32;2;0;0;0;0;0;7;5;4;2;1;1;4;25;3;101;25;24.8;25;54;22;5;1;0;4;0;0;1;262;2;40;130;108;9;242;7;14;50;7;0;190;1204;745;238;180;75.6;8;3;0;10;20;3;0;0;0;44;3;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001801802;0;0;0;0.001801802;0;0.000288288;0;0.000288288;0.000288288;0.000288288;0.001621622;0.001621622;0.001081081;0.00027027;0.00018018;0.000468468;0.00027027;0.000468468;0.011171171;0.014414414;0.003603604;0;0.045045045;0.002342342;0.000576577;0.000234234;0.000900901;0.000216216;0.00018018;0.00018018;0.300900901;0.381981982;0.141981982;5.279279279;1.731531532;0.153153153;0.176576577;0.156216216;0.102702703;0.12972973;0.142702703;0.03963964;0.063063063;0.113333333;-0.001081081;0.01981982;0.030630631;0.012612613;0.003603604;0.041441441;0.340540541;0.041441441;0.01981982;0.001801802;0.084684685;0.003603604;0.009009009;0.012612613;0;0;0;0.257657658;0.059459459;0.064864865;0.03963964;0.308108108;0.01981982;0.005405405;0.003603604;0.001801802;0.007207207;0.014414414;0.012612613;0.043243243;0.007009009;0.028828829;0.005405405;0.003603604;0;0.005405405;0.003603604;0.000576577;0.003603604;0;0;0;0;0;0.012612613;0.009009009;0.007207207;0.003603604;0.001801802;0.001801802;0.007207207;0.045045045;0.005405405;0.181981982;0.045045045;0.044684685;0.045045045;0.097297297;0.03963964;0.009009009;0.001801802;0;0.007207207;0;0;0.001801802;0.472072072;0.003603604;0.072072072;0.234234234;0.194594595;0.016216216;0.436036036;0.012612613;0.025225225;0.09009009;0.012612613;0;0.342342342;2.169369369;1.342342342;0.428828829;0.324324324;0.136216216;0.014414414;0.005405405;0;0.018018018;0.036036036;0.005405405;0;0;0;0.079279279;0.005405405;0.005405405;0.09009009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;13;11;14;39;50;-11;50;1.32;37.3;50.8;-13.5;-0.36;17,295;0;0;0;201819#
399;Jonathan Calleri;ar ARG;FW;Alavés;24;1993;9000000;181;Forward - Centre-Forward;right;La Liga;34;33;2869;9;2;2;2;6;0;0.28;0.06;0.35;0.22;0.28;7.2;5.7;2.1;0.23;0.07;0.29;0.18;0.25;31.9;73;17;0;23.3;2.29;0.53;0.1;0.41;0.08;1.8;1.3;457;740;61.8;6842;1613;265;371;71.4;132;241;54.8;38;73;52.1;-0.1;22;36;19;7;48;716;24;0;1;230;19;32;0;0;0;0;338;204;198;63;450;82;2;26;5;20;23;40;67;2.1;42;0;9;6;9;5;0.16;1;0;1;1;2;0;24;19;7;11;6;5;30;16.7;25;632;117;18.5;46;307;279;38;7;0;31;8;51;0;1231;55;128;594;575;158;1205;49;87;56.3;52;2;737;4787;2403;1601;875;54.7;111;66;0;70;70;15;2;0;0;167;156;189;45.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003136982;0.000697107;0.000697107;0.000697107;0.002091321;0;9.76E-05;2.09E-05;0.000121994;7.67E-05;9.76E-05;0.002509585;0.001986755;0.000731962;8.02E-05;2.44E-05;0.000101081;6.27E-05;8.71E-05;0.011118857;0.025444406;0.00592541;0;0.008121297;0.000798188;0.000184733;3.49E-05;0.000142907;2.79E-05;0.000627396;0.00045312;0.159288951;0.257929592;0.021540606;2.384803067;0.5622168;0.092366678;0.12931335;0.02488672;0.046009062;0.084001394;0.019100732;0.013245033;0.025444406;0.018159638;-3.49E-05;0.007668177;0.012547926;0.006622517;0.002439875;0.016730568;0.249564308;0.008365284;0;0.000348554;0.080167306;0.006622517;0.011153712;0;0;0;0;0.117811084;0.071104915;0.069013594;0.021958871;0.156849076;0.028581387;0.000697107;0.009062391;0.001742768;0.00697107;0.008016731;0.01394214;0.023353085;0.000731962;0.014639247;0;0.003136982;0.002091321;0.003136982;0.001742768;5.58E-05;0.000348554;0;0.000348554;0.000348554;0.000697107;0;0.008365284;0.006622517;0.002439875;0.003834089;0.002091321;0.001742768;0.010456605;0.005820843;0.008713838;0.220285814;0.04078076;0.00644824;0.016033461;0.107005925;0.097246427;0.013245033;0.002439875;0;0.010805159;0.002788428;0.017776229;0;0.429069362;0.019170443;0.044614848;0.207040781;0.200418264;0.055071453;0.420006971;0.017079122;0.030324155;0.019623562;0.018124782;0.000697107;0.256883932;1.668525619;0.837574068;0.558034158;0.304984315;0.019065877;0.038689439;0.023004531;0;0.024398745;0.024398745;0.005228303;0.000697107;0;0;0.058208435;0.054374346;0.065876612;0.015754618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;13;11;14;39;50;-11;50;1.32;37.3;50.8;-13.5;-0.36;17,295;0;0;0;201819#
704;Rubén Duarte;es ESP;DF;Alavés;22;1995;5000000;172;Defender - Left-Back;left;La Liga;33;33;2772;0;0;0;0;10;1;0;0;0;0;0;0.6;0.6;1.4;0.02;0.05;0.07;0.02;0.07;30.8;22;7;0;31.8;0.71;0.23;0;0;0.03;-0.6;-0.6;847;1231;68.8;16222;8064;360;420;85.7;349;468;74.6;126;303;41.6;-1.4;21;95;21;11;85;976;255;29;2;180;37;55;8;0;0;0;502;257;472;738;153;95;218;3;3;33;23;29;44;1.43;29;2;0;4;7;2;0.06;1;0;0;1;0;0;72;40;38;23;11;31;68;45.6;37;357;117;32.8;209;114;34;90;11;0;79;34;135;1;1625;145;583;795;317;21;1377;9;15;60;10;1;776;4086;2174;775;691;89.2;11;3;0;35;61;1;0;0;0;321;41;33;55.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003607504;0.00036075;0;0;0;0;0;0.00021645;0.00021645;0.000505051;7.22E-06;1.80E-05;2.53E-05;7.22E-06;2.53E-05;0.011111111;0.007936508;0.002525253;0;0.011471861;0.000256133;8.30E-05;0;0;1.08E-05;-0.00021645;-0.00021645;0.305555556;0.444083694;0.024819625;5.852092352;2.909090909;0.12987013;0.151515152;0.030916306;0.125901876;0.168831169;0.026911977;0.045454545;0.109307359;0.015007215;-0.000505051;0.007575758;0.034271284;0.007575758;0.003968254;0.030663781;0.352092352;0.091991342;0.01046176;0.000721501;0.064935065;0.013347763;0.01984127;0.002886003;0;0;0;0.181096681;0.092712843;0.17027417;0.266233766;0.055194805;0.034271284;0.078643579;0.001082251;0.001082251;0.011904762;0.008297258;0.01046176;0.015873016;0.000515873;0.01046176;0.000721501;0;0.001443001;0.002525253;0.000721501;2.16E-05;0.00036075;0;0;0.00036075;0;0;0.025974026;0.014430014;0.013708514;0.008297258;0.003968254;0.011183261;0.024531025;0.016450216;0.013347763;0.128787879;0.042207792;0.011832612;0.075396825;0.041125541;0.012265512;0.032467532;0.003968254;0;0.028499278;0.012265512;0.048701299;0.00036075;0.586219336;0.052308802;0.21031746;0.286796537;0.114357864;0.007575758;0.496753247;0.003246753;0.005411255;0.021645022;0.003607504;0.00036075;0.27994228;1.474025974;0.784271284;0.27958153;0.249278499;0.032178932;0.003968254;0.001082251;0;0.012626263;0.022005772;0.00036075;0;0;0;0.115800866;0.014790765;0.011904762;0.01998557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;13;11;14;39;50;-11;50;1.32;37.3;50.8;-13.5;-0.36;17,295;0;0;0;201819#
738;Rodrigo Ely;br BRA;DF;Alavés;24;1993;2000000;188;Defender - Centre-Back;right;La Liga;5;5;430;0;0;0;0;1;0;0;0;0;0;0;0.1;0.1;0;0.01;0;0.02;0.01;0.02;4.8;3;1;0;33.3;0.63;0.21;0;0;0.02;-0.1;-0.1;100;135;74.1;2651;994;23;26;88.5;46;56;82.1;31;49;63.3;0;1;8;0;0;5;125;10;10;0;24;11;0;0;0;0;0;63;20;52;18;92;16;0;0;0;7;0;2;1;0.21;1;0;0;0;0;0;0;0;0;0;0;0;0;6;4;4;2;0;3;8;37.5;5;31;12;38.7;21;10;0;16;8;0;8;4;50;0;219;37;124;90;11;9;211;0;0;0;0;0;76;358;187;92;86;93.5;3;0;0;7;2;0;0;1;0;44;24;6;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002325581;0;0;0;0;0;0;0.000232558;0.000232558;0;2.33E-05;0;4.65E-05;2.33E-05;4.65E-05;0.011162791;0.006976744;0.002325581;0;0.07744186;0.001465116;0.000488372;0;0;4.65E-05;-0.000232558;-0.000232558;0.23255814;0.313953488;0.172325581;6.165116279;2.311627907;0.053488372;0.060465116;0.205813953;0.106976744;0.130232558;0.190930233;0.072093023;0.113953488;0.147209302;0;0.002325581;0.018604651;0;0;0.011627907;0.290697674;0.023255814;0.023255814;0;0.055813953;0.025581395;0;0;0;0;0;0.146511628;0.046511628;0.120930233;0.041860465;0.213953488;0.037209302;0;0;0;0.01627907;0;0.004651163;0.002325581;0.000488372;0.002325581;0;0;0;0;0;0;0;0;0;0;0;0;0.013953488;0.009302326;0.009302326;0.004651163;0;0.006976744;0.018604651;0.087209302;0.011627907;0.072093023;0.027906977;0.09;0.048837209;0.023255814;0;0.037209302;0.018604651;0;0.018604651;0.009302326;0.11627907;0;0.509302326;0.086046512;0.288372093;0.209302326;0.025581395;0.020930233;0.490697674;0;0;0;0;0;0.176744186;0.83255814;0.434883721;0.213953488;0.2;0.21744186;0.006976744;0;0;0.01627907;0.004651163;0;0;0.002325581;0;0.102325581;0.055813953;0.013953488;0.186046512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;13;11;14;39;50;-11;50;1.32;37.3;50.8;-13.5;-0.36;17,295;0;0;0;201819#
872;Manu García;es ESP;MF;Alavés;32;1986;2000000;183;Midfielder - Defensive Midfield;left;La Liga;34;25;2330;2;1;0;0;6;0;0.08;0.04;0.12;0.08;0.12;2.1;2.1;0.7;0.08;0.03;0.11;0.08;0.11;25.9;28;5;0;17.9;1.08;0.19;0.07;0.4;0.08;-0.1;-0.1;718;951;75.5;12736;3586;334;418;79.9;274;348;78.7;84;131;64.1;0.3;12;77;6;2;79;932;19;13;0;186;26;13;0;0;0;0;600;131;220;508;260;123;5;6;4;36;12;29;31;1.2;21;0;0;3;3;1;0.04;1;0;0;0;0;0;86;45;34;39;13;28;89;31.5;61;590;130;22;182;326;82;38;4;0;34;20;74;0;1264;84;324;779;208;45;1245;13;19;68.4;13;2;686;2818;1283;838;694;82.8;22;26;0;62;53;4;0;1;1;311;73;54;57.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000858369;0.000429185;0;0;0.002575107;0;3.43E-05;1.72E-05;5.15E-05;3.43E-05;5.15E-05;0.000901288;0.000901288;0.000300429;3.43E-05;1.29E-05;4.72E-05;3.43E-05;4.72E-05;0.01111588;0.012017167;0.002145923;0;0.007682403;0.000463519;8.15E-05;3.00E-05;0.000171674;3.43E-05;-4.29E-05;-4.29E-05;0.308154506;0.408154506;0.032403433;5.466094421;1.539055794;0.143347639;0.179399142;0.034291845;0.117596567;0.149356223;0.033776824;0.036051502;0.056223176;0.02751073;0.000128755;0.005150215;0.03304721;0.002575107;0.000858369;0.033905579;0.4;0.008154506;0.005579399;0;0.079828326;0.011158798;0.005579399;0;0;0;0;0.25751073;0.056223176;0.094420601;0.218025751;0.111587983;0.0527897;0.002145923;0.002575107;0.001716738;0.015450644;0.005150215;0.012446352;0.013304721;0.000515021;0.009012876;0;0;0.001287554;0.001287554;0.000429185;1.72E-05;0.000429185;0;0;0;0;0;0.036909871;0.019313305;0.014592275;0.016738197;0.005579399;0.012017167;0.038197425;0.013519313;0.026180258;0.253218884;0.055793991;0.00944206;0.078111588;0.139914163;0.035193133;0.016309013;0.001716738;0;0.014592275;0.008583691;0.031759657;0;0.54248927;0.036051502;0.139055794;0.334334764;0.089270386;0.019313305;0.534334764;0.005579399;0.008154506;0.029356223;0.005579399;0.000858369;0.294420601;1.20944206;0.550643777;0.359656652;0.297854077;0.035536481;0.00944206;0.011158798;0;0.026609442;0.022746781;0.001716738;0;0.000429185;0.000429185;0.133476395;0.031330472;0.023175966;0.024678112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;13;11;14;39;50;-11;50;1.32;37.3;50.8;-13.5;-0.36;17,295;0;0;0;201819#
922;Ibai Gómez;es ESP;MF,FW;Alavés;28;1989;4000000;178;Forward - Right Winger;right;La Liga;18;17;580;0;2;0;0;0;0;0;0.31;0.31;0;0.31;0.4;0.4;1.1;0.07;0.17;0.24;0.07;0.24;6.4;8;3;0;37.5;1.24;0.47;0;0;0.05;-0.4;-0.4;202;292;69.2;3367;1330;115;128;89.8;55;74;74.3;27;70;38.6;0.9;14;18;12;9;16;252;40;16;0;65;13;33;19;6;5;0;149;50;93;39;232;12;3;1;0;7;5;15;19;2.95;13;6;0;0;0;2;0.31;2;0;0;0;0;0;6;3;3;1;2;3;8;37.5;5;96;20;20.8;21;46;29;10;1;0;9;3;7;0;365;7;49;147;193;21;326;11;21;52.4;12;0;264;1206;497;319;256;80.3;12;17;0;4;3;0;0;0;0;39;7;7;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003448276;0;0;0;0;0;0.000534483;0.000534483;0;0.000534483;0.000689655;0.000689655;0.001896552;0.00012069;0.000293103;0.000413793;0.00012069;0.000413793;0.011034483;0.013793103;0.005172414;0;0.064655172;0.002137931;0.000810345;0;0;8.62E-05;-0.000689655;-0.000689655;0.348275862;0.503448276;0.119310345;5.805172414;2.293103448;0.198275862;0.220689655;0.154827586;0.094827586;0.127586207;0.128103448;0.046551724;0.120689655;0.066551724;0.001551724;0.024137931;0.031034483;0.020689655;0.015517241;0.027586207;0.434482759;0.068965517;0.027586207;0;0.112068966;0.022413793;0.056896552;0.032758621;0.010344828;0.00862069;0;0.256896552;0.086206897;0.160344828;0.067241379;0.4;0.020689655;0.005172414;0.001724138;0;0.012068966;0.00862069;0.025862069;0.032758621;0.005086207;0.022413793;0.010344828;0;0;0;0.003448276;0.000534483;0.003448276;0;0;0;0;0;0.010344828;0.005172414;0.005172414;0.001724138;0.003448276;0.005172414;0.013793103;0.064655172;0.00862069;0.165517241;0.034482759;0.035862069;0.036206897;0.079310345;0.05;0.017241379;0.001724138;0;0.015517241;0.005172414;0.012068966;0;0.629310345;0.012068966;0.084482759;0.253448276;0.332758621;0.036206897;0.562068966;0.018965517;0.036206897;0.090344828;0.020689655;0;0.455172414;2.079310345;0.856896552;0.55;0.44137931;0.138448276;0.020689655;0.029310345;0;0.006896552;0.005172414;0;0;0;0;0.067241379;0.012068966;0.012068966;0.086206897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;13;11;14;39;50;-11;50;1.32;37.3;50.8;-13.5;-0.36;17,295;0;0;0;201819#
